,sub,hemi,label,vertices,total_surface_area_(mm^2),total_gray_matter_volume_(mm^3),cortical_thickness_mean,cortical_thickness_std,rectified_mean_curvature,rectified_Gaussian_curvature,folding_index,intrinsic_curvature_index,sulcal_depth_mean,sulcal_depth_max,sulcal_depth_mean_pct,cortical_thickness_mean_pct
0,109123,rh,prcus3,121.0,94.0,229.0,2.29,0.35,0.133,0.017,1.0,0.1,0.23107022047042847,0.5607646703720093,0.12604491412639618,0.4580574035644531
0,109123,rh,MCGS,1212.0,849.0,1718.0,2.223,0.403,0.091,0.012,5.0,0.7,0.5175171494483948,1.4470082521438599,0.2822968661785126,0.4445294141769409
0,109123,rh,sbps,695.0,500.0,1236.0,2.725,0.457,0.107,0.017,3.0,0.6,0.38460153341293335,1.1051067113876343,0.20979365706443787,0.5449983477592468
0,109123,rh,2,153.0,118.0,418.0,3.488,0.489,0.099,0.022,1.0,0.1,0.25683555006980896,0.8205154538154602,0.14009946584701538,0.6976306438446045
0,109123,rh,1,54.0,33.0,124.0,3.616,0.253,0.104,0.024,0.0,0.1,-0.15916389226913452,-0.06826779246330261,-0.08682122826576233,0.7231376767158508
0,109123,rh,3,58.0,38.0,163.0,3.593,0.285,0.12,0.018,0.0,0.0,0.015038229525089264,0.1442384570837021,0.008203101344406605,0.7185395956039429
0,109123,rh,x,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,109123,rh,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,109123,rh,isms,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,109123,rh,w,154.0,109.0,238.0,2.28,0.255,0.072,0.01,0.0,0.1,0.5069364309310913,0.9449589848518372,0.27652525901794434,0.45593756437301636
0,109325,lh,POS,1198.0,872.0,2023.0,2.738,0.589,0.115,0.02,6.0,1.2,0.6081892848014832,1.3623747825622559,0.35964587330818176,0.5475316643714905
0,109325,lh,prculs,549.0,393.0,880.0,2.301,0.214,0.087,0.01,2.0,0.2,0.1860867738723755,0.9169871211051941,0.1100403293967247,0.460152268409729
0,109325,lh,prcus1,607.0,447.0,1032.0,2.434,0.443,0.11,0.015,4.0,0.4,-0.06302891671657562,0.45235541462898254,-0.03727143630385399,0.4868759214878082
0,109325,lh,prcus2,625.0,454.0,1029.0,2.485,0.366,0.112,0.018,3.0,0.6,0.2763974070549011,0.7677708268165588,0.16344450414180756,0.4970645606517792
0,109325,lh,prcus3,98.0,67.0,191.0,2.96,0.423,0.097,0.01,1.0,0.0,0.19325906038284302,0.5138059258460999,0.11428157985210419,0.5919843316078186
0,109325,lh,MCGS,1103.0,765.0,1665.0,2.466,0.432,0.095,0.014,6.0,0.6,0.4183480143547058,1.16900634765625,0.24738536775112152,0.49314913153648376
0,109325,lh,sbps,660.0,451.0,1062.0,2.67,0.418,0.103,0.02,3.0,0.5,0.41172918677330017,1.026162028312683,0.2434714138507843,0.5339112281799316
0,109325,lh,2,92.0,73.0,285.0,4.01,0.354,0.14,0.022,1.0,0.1,-0.05581111088395119,0.04707021266222,-0.033003270626068115,0.8019987940788269
0,109325,lh,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,109325,lh,3,50.0,41.0,154.0,3.076,0.359,0.118,0.014,0.0,0.0,-0.1537005752325058,-0.09775508940219879,-0.0908890888094902,0.6152579188346863
0,109325,lh,x,77.0,51.0,161.0,3.144,0.331,0.09,0.021,0.0,0.1,-0.16742534935474396,0.0767335370182991,-0.0990050807595253,0.6287537813186646
0,109325,lh,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,109325,lh,isms,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,109325,lh,w,183.0,123.0,285.0,2.474,0.306,0.063,0.008,0.0,0.1,0.4042819142341614,0.832732617855072,0.23906753957271576,0.4947035014629364
0,109325,rh,POS,2013.0,1456.0,3327.0,2.632,0.452,0.111,0.019,11.0,1.7,0.5738721489906311,1.4292254447937012,0.32820722460746765,0.5264664888381958
