"","sub","label","sulcal_depth_mm","hemi"
"1",100206,"mcgs_mb",18.4376009323387,"lh"
"2",100307,"mcgs_mb",15.6461569236734,"lh"
"3",102008,"mcgs_mb",11.8079227331404,"lh"
"4",102816,"mcgs_mb",14.3228722348404,"lh"
"5",103414,"mcgs_mb",14.4390872320025,"lh"
"6",103818,"mcgs_mb",13.2194287520948,"lh"
"7",104416,"mcgs_mb",18.9318289925786,"lh"
"8",105014,"mcgs_mb",17.3423845256915,"lh"
"9",105115,"mcgs_mb",16.2052873368715,"lh"
"10",105216,"mcgs_mb",15.9923426698493,"lh"
"11",106319,"mcgs_mb",15.4324818207998,"lh"
"12",106521,"mcgs_mb",15.9199314989133,"lh"
"13",107220,"mcgs_mb",14.6440347794052,"lh"
"14",107422,"mcgs_mb",17.2644072872297,"lh"
"15",108121,"mcgs_mb",14.3319609843642,"lh"
"16",108828,"mcgs_mb",14.8806379286356,"lh"
"17",109123,"mcgs_mb",16.2502641229449,"lh"
"18",109325,"mcgs_mb",14.2676342197766,"lh"
"19",120111,"mcgs_mb",17.9704279768517,"lh"
"20",128127,"mcgs_mb",15.642953429756,"lh"
"21",133928,"mcgs_mb",16.3831218720382,"lh"
"22",176744,"mcgs_mb",14.6481640869299,"lh"
"23",185947,"mcgs_mb",15.1035490861619,"lh"
"24",268749,"mcgs_mb",15.4377529797474,"lh"
"25",365343,"mcgs_mb",16.4213773882384,"lh"
"26",566454,"mcgs_mb",13.6729649234683,"lh"
"27",644044,"mcgs_mb",16.5223787184033,"lh"
"28",687163,"mcgs_mb",15.1872942190038,"lh"
"29",100206,"mcgs_db",15.1413717089858,"lh"
"30",100307,"mcgs_db",12.4975965535799,"lh"
"31",102008,"mcgs_db",10.7818320662356,"lh"
"32",102816,"mcgs_db",9.63894331334155,"lh"
"33",103414,"mcgs_db",9.68942270722873,"lh"
"34",103818,"mcgs_db",8.06153800460336,"lh"
"35",104416,"mcgs_db",11.9506276100082,"lh"
"36",105014,"mcgs_db",14.4810406785396,"lh"
"37",105115,"mcgs_db",12.3619524666061,"lh"
"38",105216,"mcgs_db",10.2683272321337,"lh"
"39",106319,"mcgs_db",12.4556149939126,"lh"
"40",106521,"mcgs_db",9.43074630766121,"lh"
"41",107220,"mcgs_db",10.1440995117887,"lh"
"42",107422,"mcgs_db",10.5077774399605,"lh"
"43",108121,"mcgs_db",14.4367691655513,"lh"
"44",108828,"mcgs_db",9.98892969996641,"lh"
"45",109123,"mcgs_db",13.4947756971235,"lh"
"46",109325,"mcgs_db",11.4042269930632,"lh"
"47",120111,"mcgs_db",15.4851914972465,"lh"
"48",128127,"mcgs_db",15.173993062468,"lh"
"49",133928,"mcgs_db",11.4974384020011,"lh"
"50",176744,"mcgs_db",14.5773904742931,"lh"
"51",185947,"mcgs_db",8.46583524070103,"lh"
"52",268749,"mcgs_db",13.4317063624299,"lh"
"53",365343,"mcgs_db",15.125455700172,"lh"
"54",566454,"mcgs_db",12.7337446699571,"lh"
"55",644044,"mcgs_db",10.776499693005,"lh"
"56",687163,"mcgs_db",9.65536364424899,"lh"
"57",100206,"mcgs_sb",10.8687947102142,"lh"
"58",100307,"mcgs_sb",13.0653007368233,"lh"
"59",102008,"mcgs_sb",9.66932196771355,"lh"
"60",102816,"mcgs_sb",11.1107658055759,"lh"
"61",103414,"mcgs_sb",8.68776992792757,"lh"
"62",103818,"mcgs_sb",6.99650979948329,"lh"
"63",104416,"mcgs_sb",11.9961352470229,"lh"
"64",105014,"mcgs_sb",14.1640817497407,"lh"
"65",105115,"mcgs_sb",12.3758010540202,"lh"
"66",105216,"mcgs_sb",6.67894737989237,"lh"
"67",106319,"mcgs_sb",9.79738682269652,"lh"
"68",106521,"mcgs_sb",11.946369122617,"lh"
"69",107220,"mcgs_sb",10.6225808719184,"lh"
"70",107422,"mcgs_sb",12.7488908012397,"lh"
"71",108121,"mcgs_sb",10.2731176265473,"lh"
"72",108828,"mcgs_sb",11.96431179817,"lh"
"73",109123,"mcgs_sb",11.1901558124109,"lh"
"74",109325,"mcgs_sb",9.66423002947615,"lh"
"75",120111,"mcgs_sb",9.71502436311589,"lh"
"76",128127,"mcgs_sb",10.2488719263336,"lh"
"77",133928,"mcgs_sb",6.27345063968868,"lh"
"78",176744,"mcgs_sb",12.4841585902958,"lh"
"79",185947,"mcgs_sb",12.9784117707718,"lh"
"80",268749,"mcgs_sb",9.7833064499286,"lh"
"81",365343,"mcgs_sb",13.9960927586664,"lh"
"82",566454,"mcgs_sb",12.7817531873088,"lh"
"83",644044,"mcgs_sb",10.7878023306628,"lh"
"84",687163,"mcgs_sb",9.73528382263185,"lh"
"85",100307,"mcgs_mb",15.106079598563,"rh"
"86",100408,"mcgs_mb",16.5020671988727,"rh"
"87",100610,"mcgs_mb",15.5964636092539,"rh"
"88",101107,"mcgs_mb",14.1926739571639,"rh"
"89",102816,"mcgs_mb",12.7319773670065,"rh"
"90",103414,"mcgs_mb",12.0831469408063,"rh"
"91",105115,"mcgs_mb",12.784273620018,"rh"
"92",105216,"mcgs_mb",16.1549156142883,"rh"
"93",105620,"mcgs_mb",12.8937685094711,"rh"
"94",106319,"mcgs_mb",13.7532760374433,"rh"
"95",106521,"mcgs_mb",16.7950113092215,"rh"
"96",107018,"mcgs_mb",6.77960767063402,"rh"
"97",108121,"mcgs_mb",12.9782427092707,"rh"
"98",108222,"mcgs_mb",13.1739318023957,"rh"
"99",109123,"mcgs_mb",16.5718605107416,"rh"
"100",109325,"mcgs_mb",13.7273425983088,"rh"
