,sub,hemi,label,vertices,total_surface_area_(mm^2),total_gray_matter_volume_(mm^3),cortical_thickness_mean,cortical_thickness_std,rectified_mean_curvature,rectified_Gaussian_curvature,folding_index,intrinsic_curvature_index,sulcal_depth_mean,sulcal_depth_max,sulcal_depth_mean_pct,cortical_thickness_mean_pct
0,nc24,rh,cingulate,5454.0,3806.0,9197.0,2.435,0.81,0.113,0.018,45.0,3.8,0.10555417090654373,1.4144774675369263,0.05205883830785751,0.486968070268631
0,nc24,rh,insula,3346.0,2341.0,7079.0,2.881,0.997,0.118,0.036,30.0,5.0,0.6068809032440186,2.020503520965576,0.2993108928203583,0.5761314034461975
0,nc24,rh,cortex,118006.0,78294.0,186991.0,2.286,0.925,0.096,0.019,667.0,88.1,-0.012726115062832832,2.0275936126708984,-0.006276465021073818,0.4571079611778259
0,nc25,lh,frontal,40812.0,26730.0,91006.0,3.008,1.059,0.092,0.019,217.0,31.4,-0.023046117275953293,1.8218774795532227,-0.011978843249380589,0.6016462445259094
0,nc25,lh,occipital,14899.0,9682.0,18736.0,1.936,0.705,0.116,0.024,242.0,15.1,-0.1570240557193756,1.5167553424835205,-0.08161750435829163,0.38726291060447693
0,nc25,lh,parietal,31468.0,20981.0,50023.0,2.291,0.842,0.105,0.021,205.0,25.5,0.03308144956827164,1.9239017963409424,0.017194973304867744,0.458284467458725
0,nc25,lh,cingulate,4540.0,3116.0,8633.0,2.576,1.087,0.099,0.018,30.0,3.2,0.17514024674892426,1.494474172592163,0.09103388339281082,0.5152252316474915
0,nc25,lh,insula,2378.0,1628.0,5076.0,3.029,1.085,0.105,0.034,18.0,3.5,0.7633853554725647,1.9114776849746704,0.39679020643234253,0.6058802604675293
0,nc25,lh,cortex,116848.0,77933.0,219500.0,2.55,1.032,0.101,0.022,880.0,101.4,-0.0014798393240198493,1.9239017963409424,-0.0007691840874031186,0.5099414587020874
0,nc25,rh,frontal,39874.0,26361.0,90251.0,2.999,1.066,0.096,0.023,303.0,35.8,-0.0405271053314209,1.7431687116622925,-0.01976575329899788,0.5997738838195801
0,nc25,rh,occipital,14644.0,9720.0,19177.0,1.95,0.709,0.12,0.026,136.0,16.5,-0.13144032657146454,1.775391697883606,-0.06410565972328186,0.3899398446083069
0,nc25,rh,parietal,33906.0,22746.0,52872.0,2.259,0.838,0.103,0.019,203.0,25.6,0.030484387651085854,2.05036997795105,0.014867751859128475,0.45171940326690674
0,nc25,rh,cingulate,5003.0,3367.0,9668.0,2.6,1.051,0.102,0.02,44.0,3.5,0.0792766734957695,1.5209037065505981,0.0386645682156086,0.5200942158699036
0,nc25,rh,insula,2443.0,1711.0,5709.0,3.408,1.112,0.115,0.041,23.0,3.5,0.7130237221717834,1.9712895154953003,0.3477536737918854,0.6816487312316895
0,nc25,rh,cortex,118622.0,79562.0,224377.0,2.573,1.035,0.102,0.023,866.0,105.5,-0.009715093299746513,2.05036997795105,-0.004738214425742626,0.5146426558494568
0,nc26,lh,frontal,38991.0,26519.0,81548.0,2.643,1.022,0.092,0.019,193.0,29.3,-0.05253659933805466,1.783837080001831,-0.02780144102871418,0.5285309553146362
0,nc26,lh,occipital,13390.0,9186.0,22444.0,2.295,0.907,0.106,0.022,93.0,12.1,-0.21929340064525604,1.6481196880340576,-0.11604617536067963,0.45906227827072144
0,nc26,lh,parietal,33055.0,22601.0,50258.0,2.152,0.743,0.099,0.019,187.0,23.9,0.034022849053144455,1.8897079229354858,0.018004287034273148,0.4303663671016693
0,nc26,lh,cingulate,5360.0,3807.0,8360.0,2.2,0.818,0.108,0.02,47.0,4.2,0.15753678977489471,1.3934524059295654,0.08336567878723145,0.4399157166481018
0,nc26,lh,insula,2669.0,1821.0,4918.0,2.68,0.99,0.087,0.019,15.0,1.9,0.6537264585494995,1.7401301860809326,0.3459404706954956,0.5360233187675476
0,nc26,lh,cortex,114975.0,78571.0,205107.0,2.368,0.933,0.096,0.019,649.0,85.9,-0.015215781517326832,1.8897079229354858,-0.008051923476159573,0.47360262274742126
0,nc26,rh,frontal,37935.0,26394.0,77956.0,2.609,0.982,0.095,0.017,220.0,26.7,-0.03206092491745949,1.7766743898391724,-0.016453580930829048,0.5217341780662537
0,nc26,rh,occipital,13742.0,9947.0,21837.0,2.145,0.781,0.114,0.024,108.0,14.3,-0.2411564290523529,1.8995131254196167,-0.12376084923744202,0.429023414850235
