"","sub","hemi","label","X","vertices","total_surface_area_.mm.2.","total_gray_matter_volume_.mm.3.","cortical_thickness_mean","cortical_thickness_std","rectified_mean_curvature","rectified_Gaussian_curvature","folding_index","intrinsic_curvature_index","sulcal_depth_mean","sulcal_depth_max","sulcal_depth_mean_pct","cortical_thickness_mean_pct","pres_abs","sulcal_depth_mm"
"1","c01","lh","icgs_p",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"absent",NA
"2","c01","lh","ifrms",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"absent",NA
"3","c01","lh","isms",0,59,50,172,3.338,0.819,0.081,0.014,0,0,-0.138830229640007,0.180631324648857,-0.0739240124821663,0.667606294155121,"present",9.3024250181434
"4","c01","lh","mcgs",0,1331,907,1671,2.062,0.579,0.077,0.01,4,0.5,0.60290390253067,1.47254884243011,0.3210329413414,0.412422567605972,"present",16.1934956481703
"5","c01","lh","pos",0,953,658,1068,1.895,0.466,0.084,0.014,3,0.6,0.536461055278778,1.42242908477783,0.285653561353683,0.378938794136047,"present",14.7430321558615
"6","c01","lh","prculs_d",0,704,477,676,1.659,0.576,0.077,0.011,2,0.3,0.409433543682098,1.408118724823,0.218014284968376,0.331783562898636,"present",15.209064104622
"7","c01","lh","prculs_v",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"absent",NA
"8","c01","lh","prcus_a",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"absent",NA
"9","c01","lh","prcus_i",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"absent",NA
"10","c01","lh","prcus_p",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"absent",NA
"11","c01","lh","spls",0,252,174,602,3.839,0.625,0.09,0.013,1,0.2,-0.0523840747773647,0.145626917481422,-0.0278933551162481,0.767820179462433,"present",2.91450040991033
"12","c01","lh","sspls_d",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"absent",NA
"13","c01","lh","sspls_v",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"absent",NA
"14","c01","lh","w",0,142,101,258,2.599,0.48,0.052,0.007,0,0,0.226456761360168,0.561539769172668,0.120583198964596,0.519891619682312,"present",10.7313665299105
"15","c01","rh","icgs_p",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"absent",NA
"16","c01","rh","ifrms",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"absent",NA
"17","c01","rh","isms",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"absent",NA
"18","c01","rh","mcgs",0,1774,1229,2317,2.088,0.718,0.082,0.013,7,0.7,0.583293080329895,1.48026704788208,0.308791309595108,0.417618632316589,"present",14.1398990054455
"19","c01","rh","pos",0,1471,1002,1709,1.914,0.649,0.086,0.017,6,0.9,0.560693323612213,1.40160548686981,0.296827167272568,0.382877022027969,"present",13.2954765488099
"20","c01","rh","prculs_d",0,438,309,629,2.157,0.427,0.081,0.011,1,0.2,0.048224400728941,0.977251648902893,0.0255296602845192,0.431489646434784,"present",13.198144572802
"21","c01","rh","prculs_v",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"absent",NA
"22","c01","rh","prcus_a",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"absent",NA
"23","c01","rh","prcus_i",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"absent",NA
"24","c01","rh","prcus_p",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"absent",NA
"25","c01","rh","spls",0,244,184,648,3.652,0.551,0.072,0.01,1,0.1,-0.0512274764478207,0.146862417459488,-0.0271194707602262,0.730385601520538,"present",1.56945884738066
"26","c01","rh","sspls_d",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"absent",NA
"27","c01","rh","sspls_v",0,54,45,152,3.165,0.226,0.061,0.006,0,0,-0.265277981758118,-0.157361090183258,-0.140436321496964,0.633085250854492,"present",1.00149324843562
"28","c01","rh","w",0,189,124,333,2.782,0.646,0.063,0.01,0,0.1,0.542467951774597,0.855866432189941,0.287178754806519,0.556379675865173,"present",10.7171795977691
"29","c02","lh","icgs_p",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"absent",NA
"30","c02","lh","ifrms",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"absent",NA
"31","c02","lh","isms",0,48,37,189,4.406,0.624,0.1,0.021,0,0,-0.249000728130341,-0.0687648802995682,-0.121983326971531,0.88117641210556,"present",1.93812052105603
"32","c02","lh","mcgs",0,1218,813,1308,1.837,0.581,0.07,0.009,3,0.4,0.534616708755493,1.29244923591614,0.261904150247574,0.367451995611191,"present",15.2015769049324
"33","c02","lh","pos",0,724,498,711,1.738,0.671,0.083,0.01,4,0.3,0.390284150838852,1.12943983078003,0.191196858882904,0.347619086503983,"present",11.5521368494806
"34","c02","lh","prculs_d",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"absent",NA
"35","c02","lh","prculs_v",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"absent",NA
"36","c02","lh","prcus_a",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"absent",NA
"37","c02","lh","prcus_i",0,329,235,346,1.491,0.623,0.098,0.012,2,0.1,-0.0640719383955002,0.549734115600586,-0.0313882902264595,0.298277467489243,"present",10.1787166440186
"38","c02","lh","prcus_p",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"absent",NA
"39","c02","lh","spls",0,309,205,531,2.814,1.03,0.089,0.016,1,0.2,0.311983376741409,0.721392214298248,0.152837961912155,0.562862932682037,"present",10.0470449229393
"40","c02","lh","sspls_d",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"absent",NA
"41","c02","lh","sspls_v",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"absent",NA
"42","c02","lh","w",0,180,117,268,2.379,0.362,0.042,0.005,0,0,0.485624104738235,0.763611257076263,0.237903088331223,0.475782096385956,"present",10.9789953465519
"43","c02","rh","icgs_p",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"absent",NA
"44","c02","rh","ifrms",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"absent",NA
"45","c02","rh","isms",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"absent",NA
"46","c02","rh","mcgs",0,1114,758,1279,1.831,0.717,0.08,0.011,4,0.5,0.413073003292084,1.26631045341492,0.217572093009949,0.366274505853653,"present",12.9758530717741
"47","c02","rh","pos",0,1000,680,1296,2.135,0.906,0.091,0.015,4,0.6,0.49706894159317,1.62451374530792,0.261814117431641,0.426958978176117,"present",15.6193637760775
"48","c02","rh","prculs_d",0,789,533,702,1.411,0.407,0.071,0.007,2,0.2,0.398147821426392,1.41953122615814,0.209710776805878,0.282157778739929,"present",15.2628653236198
"49","c02","rh","prculs_v",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"absent",NA
"50","c02","rh","prcus_a",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"absent",NA
"51","c02","rh","prcus_i",0,130,98,298,3.083,1.178,0.107,0.012,1,0.1,-0.0928388684988022,0.17413567006588,-0.0488997027277946,0.616576135158539,"present",2.6539718396117
"52","c02","rh","prcus_p",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"absent",NA
"53","c02","rh","spls",0,249,162,400,2.261,0.716,0.079,0.012,1,0.1,0.0742749273777008,0.340160101652145,0.0391217805445194,0.452250570058823,"present",5.89549588902699
"54","c02","rh","sspls_d",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"absent",NA
"55","c02","rh","sspls_v",0,84,63,220,3.182,0.401,0.062,0.007,0,0,-0.337389528751373,-0.202780932188034,-0.177708402276039,0.636303067207336,"present",0.569054718636654
"56","c02","rh","w",0,129,91,200,2.257,0.353,0.057,0.004,0,0,0.377846598625183,0.730388343334198,0.19901779294014,0.451436311006546,"present",8.57065699734587
"57","c03","lh","icgs_p",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"absent",NA
"58","c03","lh","ifrms",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"absent",NA
"59","c03","lh","isms",0,77,56,240,3.626,0.369,0.059,0.007,0,0,-0.357276856899261,-0.280120432376862,-0.180749997496605,0.72523444890976,"present",2.92393874729262
"60","c03","lh","mcgs",0,1536,1025,1815,1.838,0.602,0.079,0.011,6,0.6,0.565837919712067,1.4823625087738,0.286263197660446,0.367620557546616,"present",17.2903348544258
"61","c03","lh","pos",0,1031,712,1338,2.395,0.775,0.091,0.016,4,0.7,0.652282476425171,1.70388448238373,0.329996377229691,0.478913575410843,"present",17.6947017625732
"62","c03","lh","prculs_d",0,790,532,844,1.672,0.462,0.081,0.008,3,0.3,0.443313032388687,1.57840263843536,0.224276572465897,0.334394693374634,"present",15.6746116486665
"63","c03","lh","prculs_v",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"absent",NA
"64","c03","lh","prcus_a",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"absent",NA
"65","c03","lh","prcus_i",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"absent",NA
"66","c03","lh","prcus_p",0,50,38,142,3.781,0.524,0.067,0.003,0,0,-0.296021372079849,-0.0787684619426727,-0.149760261178017,0.756268262863159,"present",3.35148140411356
"67","c03","lh","spls",0,304,221,725,4.201,0.51,0.091,0.01,1,0.1,0.0768424943089485,0.329690456390381,0.0388754084706306,0.840178728103638,"present",4.41820635457437
"68","c03","lh","sspls_d",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"absent",NA
"69","c03","lh","sspls_v",0,67,45,191,3.642,0.252,0.049,0.006,0,0,-0.367867410182953,-0.252172619104385,-0.186107873916626,0.7283656001091,"present",2.33021172359311
"70","c03","lh","w",0,177,117,338,2.986,0.387,0.044,0.007,0,0,0.402651339769363,0.69697242975235,0.203705430030823,0.597206652164459,"present",11.1682215290821
"71","c03","rh","icgs_p",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"absent",NA
"72","c03","rh","ifrms",0,43,35,150,4.084,0.419,0.104,0.014,0,0,0.00885185692459345,0.191472545266151,0.00448360526934266,0.816806852817535,"present",1.41610014112286
"73","c03","rh","isms",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"absent",NA
"74","c03","rh","mcgs",0,1521,1016,2058,2.18,0.656,0.068,0.009,4,0.5,0.663190305233002,1.53840696811676,0.335916340351105,0.435992419719696,"present",17.0278731039044
"75","c03","rh","pos",0,2152,1499,3316,2.679,0.729,0.091,0.017,9,1.4,0.649389922618866,1.93695056438446,0.328926235437393,0.535899341106415,"present",22.1064307005888
"76","c03","rh","prculs_d",0,566,403,859,2.514,0.718,0.085,0.009,2,0.2,0.481840193271637,1.39170837402344,0.244059696793556,0.502856552600861,"present",17.1023616952438
"77","c03","rh","prculs_v",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"absent",NA
"78","c03","rh","prcus_a",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"absent",NA
"79","c03","rh","prcus_i",0,102,71,241,3.532,0.37,0.067,0.008,0,0,-0.200729429721832,0.116699181497097,-0.101672641932964,0.706400632858276,"present",2.9203371363306
"80","c03","rh","prcus_p",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"absent",NA
"81","c03","rh","spls",0,263,172,431,2.945,0.831,0.08,0.009,1,0.1,0.081927701830864,0.355026543140411,0.041497677564621,0.589088916778564,"present",5.58078723443031
"82","c03","rh","sspls_d",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"absent",NA
"83","c03","rh","sspls_v",0,53,45,187,3.411,0.348,0.053,0.004,0,0,-0.488286137580872,-0.352445513010025,-0.247324675321579,0.682243466377258,"present",1.14031651991691
"84","c03","rh","w",0,191,129,387,3.095,0.639,0.051,0.006,0,0.1,0.449173897504807,0.833584725856781,0.227513656020164,0.619062423706055,"present",12.6702891652213
"85","c04","lh","icgs_p",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"absent",NA
"86","c04","lh","ifrms",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"absent",NA
"87","c04","lh","isms",0,98,67,251,3.265,0.56,0.066,0.011,0,0,-0.278399646282196,-0.158685296773911,-0.149960413575172,0.653050184249878,"present",1.77224794350052
"88","c04","lh","mcgs",0,1077,733,1259,1.774,0.635,0.074,0.008,3,0.3,0.516241371631622,1.41242337226868,0.278074204921722,0.354717284440994,"present",17.8818730220984
"89","c04","lh","pos",0,1176,827,1273,1.675,0.54,0.085,0.01,5,0.5,0.688854336738586,1.6182074546814,0.371052443981171,0.335045158863068,"present",17.7902752542467
"90","c04","lh","prculs_d",0,400,281,462,1.666,0.642,0.085,0.009,2,0.1,0.112273581326008,1.14616727828979,0.0604763366281986,0.333169758319855,"present",14.9962410410974
"91","c04","lh","prculs_v",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"absent",NA
"92","c04","lh","prcus_a",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"absent",NA
"93","c04","lh","prcus_i",0,293,198,505,2.359,0.767,0.074,0.007,1,0.1,-0.0608632005751133,0.361899733543396,-0.0327840633690357,0.471806854009628,"present",8.83332720848308
"94","c04","lh","prcus_p",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"absent",NA
"95","c04","lh","spls",0,337,226,497,2.618,1.034,0.097,0.016,1,0.3,0.318618834018707,0.659149587154388,0.171624511480331,0.523512542247772,"present",9.62195906064431
"96","c04","lh","sspls_d",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"absent",NA
"97","c04","lh","sspls_v",0,142,108,441,4.048,0.496,0.092,0.011,1,0.1,-0.218066707253456,-0.0639218091964722,-0.11746197193861,0.809518039226532,"present",2.12120395582144
"98","c04","lh","w",0,178,122,292,2.406,0.436,0.04,0.003,0,0,0.300415456295013,0.671611547470093,0.161819249391556,0.48117408156395,"present",12.3892949943028
"99","c04","rh","icgs_p",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"absent",NA
"100","c04","rh","ifrms",0,19,13,65,4.34,0.204,0.043,0.026,0,0,-0.0429330468177795,0.109756104648113,-0.0172026641666889,0.868094623088837,"present",1.91634275985673
"101","c04","rh","isms",0,84,64,206,3.011,0.431,0.073,0.014,0,0,-0.413972407579422,-0.31914758682251,-0.165872871875763,0.602222561836243,"present",1.38692060050506
"102","c04","rh","mcgs",0,1360,944,2018,2.338,0.671,0.072,0.008,4,0.4,0.433414041996002,1.40720188617706,0.17366287112236,0.467539072036743,"present",15.1731751634495
"103","c04","rh","pos",0,1098,717,1049,1.855,0.513,0.088,0.019,6,0.8,0.808493316173553,1.56829297542572,0.323951810598373,0.370997101068497,"present",19.0576279535969
"104","c04","rh","prculs_d",0,351,265,486,1.91,0.677,0.093,0.008,1,0.1,0.175731644034386,1.10208463668823,0.070413164794445,0.382060617208481,"present",15.4754021833909
"105","c04","rh","prculs_v",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"absent",NA
"106","c04","rh","prcus_a",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"absent",NA
"107","c04","rh","prcus_i",0,162,129,432,3.634,0.753,0.094,0.01,1,0.1,-0.269906640052795,0.170883730053902,-0.108147762715816,0.726839363574982,"present",3.33870331792571
"108","c04","rh","prcus_p",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"absent",NA
"109","c04","rh","spls",0,279,190,572,3.549,0.869,0.088,0.012,1,0.2,0.135505542159081,0.450660049915314,0.0542951449751854,0.709720730781555,"present",7.48061649135212
"110","c04","rh","sspls_d",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"absent",NA
"111","c04","rh","sspls_v",0,65,51,228,3.789,0.329,0.074,0.013,0,0,-0.393751114606857,-0.291164129972458,-0.157770484685898,0.757846415042877,"present",1.19324409628143
"112","c04","rh","w",0,146,97,312,3.253,0.518,0.04,0.005,0,0,0.304863154888153,0.65102881193161,0.122154355049133,0.650538802146912,"present",10.0567675025319
"113","c05","lh","icgs_p",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"absent",NA
"114","c05","lh","ifrms",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"absent",NA
"115","c05","lh","isms",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"absent",NA
"116","c05","lh","mcgs",0,1795,1194,2153,1.906,0.587,0.069,0.008,5,0.5,0.65252673625946,1.58510231971741,0.32334503531456,0.381219208240509,"present",19.8987618414113
"117","c05","lh","pos",0,1554,1096,1992,2.165,0.66,0.085,0.019,6,1,0.6915203332901,1.62670135498047,0.342667430639267,0.433001399040222,"present",25.2290370549023
"118","c05","lh","prculs_d",0,332,233,459,2.024,0.726,0.085,0.009,1,0.2,0.541227698326111,1.24707281589508,0.268193274736404,0.404744893312454,"present",18.1789633745129
"119","c05","lh","prculs_v",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"absent",NA
"120","c05","lh","prcus_a",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"absent",NA
"121","c05","lh","prcus_i",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"absent",NA
"122","c05","lh","prcus_p",0,73,55,200,3.707,0.581,0.102,0.011,0,0,-0.316132307052612,-0.021447679027915,-0.156652301549911,0.741495013237,"present",3.41437493408405
"123","c05","lh","spls",0,339,226,539,2.645,0.986,0.095,0.018,1,0.2,0.125013589859009,0.421609282493591,0.0619477033615112,0.529078662395477,"present",8.55133355939932
"124","c05","lh","sspls_d",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"absent",NA
"125","c05","lh","sspls_v",0,48,41,143,3.533,0.269,0.064,0.009,0,0,-0.39619779586792,-0.245376601815224,-0.196326971054077,0.706615746021271,"present",1.90919167429013
"126","c05","lh","w",0,114,85,245,3.356,0.368,0.063,0.008,0,0,0.531918823719025,0.950853288173676,0.263580441474915,0.671208083629608,"present",11.1274492499673
"127","c05","rh","icgs_p",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"absent",NA
"128","c05","rh","ifrms",0,58,45,205,3.798,0.291,0.077,0.011,0,0,-0.0833536982536316,0.109149992465973,-0.0404603891074657,0.759586989879608,"present",2.21760058131177
"129","c05","rh","isms",0,69,57,207,3.381,0.401,0.078,0.012,0,0,-0.501849114894867,-0.442351162433624,-0.243600517511368,0.676104843616486,"present",1.15281316046756
"130","c05","rh","mcgs",0,1370,931,1720,2.007,0.67,0.078,0.01,5,0.5,0.40390944480896,1.53336775302887,0.196060076355934,0.401368021965027,"present",19.8659591962363
"131","c05","rh","pos",0,1611,1099,1799,2.097,0.651,0.088,0.018,8,0.9,0.761828064918518,1.60083448886871,0.369795918464661,0.419409960508347,"present",24.3870694216797
"132","c05","rh","prculs_d",0,513,354,683,2.143,0.639,0.088,0.015,2,0.3,0.184301808476448,0.949351906776428,0.0894611924886703,0.428529560565948,"present",16.3858169669109
"133","c05","rh","prculs_v",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"absent",NA
"134","c05","rh","prcus_a",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"absent",NA
"135","c05","rh","prcus_i",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"absent",NA
"136","c05","rh","prcus_p",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"absent",NA
"137","c05","rh","spls",0,255,176,578,3.893,0.578,0.09,0.014,1,0.2,-0.12699456512928,0.185971066355705,-0.0616439133882523,0.77853137254715,"present",3.61723007444641
"138","c05","rh","sspls_d",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"absent",NA
"139","c05","rh","sspls_v",0,38,30,118,3.595,0.262,0.064,0.005,0,0,-0.535567760467529,-0.421578854322433,-0.259967744350433,0.719085216522217,"present",0.972324757418437
"140","c05","rh","w",0,217,150,363,2.36,0.593,0.049,0.006,0,0.1,0.455322682857513,0.834919929504395,0.221016347408295,0.472056925296783,"present",12.9062356040982
"141","c06","lh","icgs_p",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"absent",NA
"142","c06","lh","ifrms",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"absent",NA
"143","c06","lh","isms",0,59,40,196,4.52,0.523,0.071,0.012,0,0,-0.132519945502281,0.0342637896537781,-0.0706078633666039,0.90394514799118,"present",2.39545701935126
"144","c06","lh","mcgs",0,1224,830,1055,1.369,0.455,0.069,0.008,3,0.4,0.609570443630219,1.42948520183563,0.324784874916077,0.273812174797058,"present",19.2804785593102
"145","c06","lh","pos",0,1109,733,1174,1.84,0.671,0.086,0.015,5,0.6,0.673939943313599,1.56745183467865,0.359081536531448,0.367900609970093,"present",19.7779182479358
"146","c06","lh","prculs_d",0,363,257,398,1.608,0.524,0.081,0.01,1,0.2,0.280453383922577,1.11041283607483,0.149428203701973,0.321653813123703,"present",16.2829585224622
"147","c06","lh","prculs_v",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"absent",NA
"148","c06","lh","prcus_a",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"absent",NA
"149","c06","lh","prcus_i",0,183,134,175,1.413,0.296,0.092,0.009,1,0.1,-0.175893232226372,0.169618129730225,-0.0937175676226616,0.282578259706497,"present",8.94869543557045
"150","c06","lh","prcus_p",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"absent",NA
"151","c06","lh","spls",0,218,164,286,1.644,0.675,0.106,0.013,1,0.1,-0.000384293554816395,0.233462199568748,-0.000204754527658224,0.328839689493179,"present",8.4692987901531
"152","c06","lh","sspls_d",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"absent",NA
"153","c06","lh","sspls_v",0,70,61,256,3.571,0.348,0.087,0.01,0,0,-0.339496493339539,-0.200261622667313,-0.180886909365654,0.714230597019196,"present",2.11792177297969
"154","c06","lh","w",0,442,299,975,3.313,0.566,0.048,0.005,0,0.1,0.243250906467438,0.880056381225586,0.129606336355209,0.662504017353058,"present",15.2874023321246
"155","c06","rh","icgs_p",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"absent",NA
"156","c06","rh","ifrms",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"absent",NA
"157","c06","rh","isms",0,43,31,174,4.529,0.517,0.095,0.019,0,0,-0.192566722631454,-0.0142665058374405,-0.0977762937545776,0.905847489833832,"present",1.87556204631205
"158","c06","rh","mcgs",0,787,535,692,1.425,0.427,0.078,0.011,2,0.4,0.596520721912384,1.3557790517807,0.302885115146637,0.284993141889572,"present",17.6479041245839
"159","c06","rh","pos",0,816,556,1471,2.94,0.819,0.084,0.016,2,0.5,0.524122178554535,1.3760998249054,0.266124546527863,0.588011860847473,"present",17.7604152212591
"160","c06","rh","prculs_d",0,1076,726,994,1.53,0.624,0.094,0.019,9,1,0.613003969192505,1.46270275115967,0.311254531145096,0.306079804897308,"present",21.1837067485046
"161","c06","rh","prculs_v",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"absent",NA
"162","c06","rh","prcus_a",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"absent",NA
"163","c06","rh","prcus_i",0,38,27,81,2.503,0.249,0.053,0.005,0,0,-0.377252012491226,-0.246366336941719,-0.191550776362419,0.500539302825928,"present",4.74421325713134
"164","c06","rh","prcus_p",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"absent",NA
"165","c06","rh","spls",0,333,234,524,2.067,0.945,0.087,0.013,1,0.2,-0.0419031716883183,0.256210595369339,-0.0212764572352171,0.413372248411179,"present",7.78529707923832
"166","c06","rh","sspls_d",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"absent",NA
"167","c06","rh","sspls_v",0,9,9,48,4.081,0.166,0.191,0.037,0,0,-0.40235161781311,-0.355522900819778,-0.204295188188553,0.81617283821106,"present",1.40433382861495
"168","c06","rh","w",0,187,125,262,2.097,0.56,0.059,0.008,0,0.1,0.257113963365555,0.760150372982025,0.130550354719162,0.419440597295761,"present",14.0149919445345
"169","c07","lh","icgs_p",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"absent",NA
"170","c07","lh","ifrms",0,56,43,138,3.124,0.215,0.08,0.007,0,0,-0.102010540664196,-0.0481779836118221,-0.0534320287406445,0.624890446662903,"present",2.35181927639892
"171","c07","lh","isms",0,106,77,220,2.866,0.43,0.077,0.012,0,0.1,-0.279301702976227,-0.176907077431679,-0.146295234560966,0.573210179805756,"present",1.96043421653369
"172","c07","lh","mcgs",0,1186,796,1356,1.773,0.623,0.077,0.01,4,0.4,0.433225750923157,1.34954535961151,0.22691898047924,0.354699969291687,"present",14.7752431092106
"173","c07","lh","pos",0,1041,715,969,1.599,0.602,0.094,0.015,5,0.6,0.673474311828613,1.48464775085449,0.352758646011353,0.319760590791702,"present",15.0771751119111
"174","c07","lh","prculs_d",0,417,294,497,1.787,0.562,0.086,0.011,2,0.2,0.0153099624440074,1.0031715631485,0.00801918935030699,0.35744434595108,"present",14.716230650726
"175","c07","lh","prculs_v",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"absent",NA
"176","c07","lh","prcus_a",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"absent",NA
"177","c07","lh","prcus_i",0,147,106,289,3.252,0.553,0.098,0.013,1,0.1,-0.204925686120987,0.126690089702606,-0.10733787715435,0.65034544467926,"present",4.1379084729236
"178","c07","lh","prcus_p",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"absent",NA
"179","c07","lh","spls",0,239,173,569,3.853,0.548,0.101,0.02,1,0.2,0.0357321240007877,0.244247540831566,0.0187161024659872,0.770547032356262,"present",4.13860973562925
"180","c07","lh","sspls_d",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"absent",NA
"181","c07","lh","sspls_v",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"absent",NA
"182","c07","lh","w",0,334,225,503,2.419,0.499,0.083,0.012,1,0.1,0.151449054479599,0.666221797466278,0.0793273970484734,0.483744442462921,"present",10.1655314189147
