"","sub","hemi","label","X","vertices","total_surface_area_.mm.2.","total_gray_matter_volume_.mm.3.","cortical_thickness_mean","cortical_thickness_std","rectified_mean_curvature","rectified_Gaussian_curvature","folding_index","intrinsic_curvature_index","sulcal_depth_mean","sulcal_depth_max","sulcal_depth_mean_pct","cortical_thickness_mean_pct","sulcal_depth_mm"
"152","c27","lh","mcgs_mb",0,963,666,1061,1.863,0.679,0.091,0.012,4,0.5,0.928762793540955,1.66514360904694,0.478010773658752,0.372542351484299,16.9256311202275
"153","c27","lh","mcgs_sb",0,161,116,296,2.588,0.829,0.074,0.016,1,0,0.327415853738785,0.917799592018127,0.168512672185898,0.517680585384369,11.5904824258577
"154","c27","rh","mcgs_db",0,230,163,287,1.819,0.309,0.054,0.006,0,0.1,0.36380922794342,1.27650964260101,0.179769992828369,0.363700807094574,15.8775064804613
"155","c27","rh","mcgs_mb",0,1144,820,1497,2.155,0.776,0.094,0.015,5,0.7,0.821864068508148,1.58516120910645,0.406109869480133,0.430928170681,14.3079133904154
"156","c27","rh","mcgs_sb",0,290,200,357,1.739,0.576,0.076,0.013,1,0.1,0.23873670399189,0.98997575044632,0.117967575788498,0.347703367471695,9.4797452089403
"157","c28","lh","mcgs_db",0,160,109,174,1.629,0.459,0.052,0.005,0,0,0.0755875110626221,0.488166987895966,0.0376179255545139,0.325890123844147,10.9755336436352
"158","c28","lh","mcgs_mb",0,1017,677,1124,2.034,0.631,0.089,0.01,5,0.4,0.597138106822968,1.34842336177826,0.297179937362671,0.406821757555008,15.7262554796696
"159","c28","lh","mcgs_sb",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","c28","rh","mcgs_db",0,265,182,378,2.035,0.561,0.072,0.009,1,0.1,0.155078291893005,0.785327136516571,0.0829630419611931,0.407089322805405,11.6333369277496
"161","c28","rh","mcgs_mb",0,1004,662,1173,2.082,0.804,0.077,0.012,3,0.4,0.63687402009964,1.43411946296692,0.340711802244186,0.416479766368866,13.3905565568487
"162","c28","rh","mcgs_sb",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","c29","lh","mcgs_db",0,310,219,462,2.453,0.803,0.081,0.008,1,0.1,0.307606041431427,1.09554553031921,0.170121341943741,0.490579664707184,12.2862972057985
"164","c29","lh","mcgs_mb",0,911,604,1057,2.004,0.52,0.07,0.008,3,0.2,0.575012922286987,1.29496574401855,0.318010658025742,0.400722801685333,15.2785917455943
"165","c29","lh","mcgs_sb",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","c29","rh","mcgs_db",0,470,304,447,1.526,0.575,0.054,0.005,1,0.1,0.456128686666489,1.31677675247192,0.22885750234127,0.305294275283813,14.4821992027592
"167","c29","rh","mcgs_mb",0,386,287,434,1.667,0.48,0.093,0.012,2,0.1,0.455431163311005,1.33454525470734,0.228507518768311,0.333399206399918,16.3449738337032
"168","c29","rh","mcgs_sb",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","c30","lh","mcgs_db",0,426,296,563,1.982,0.511,0.075,0.011,1,0.2,0.243115499615669,0.959563612937927,0.129839971661568,0.396443367004395,14.2682533749685
"170","c30","lh","mcgs_mb",0,830,554,1063,2.053,0.496,0.068,0.009,2,0.3,0.676898241043091,1.41970419883728,0.361509025096893,0.410531371831894,17.2815585324276
"171","c30","lh","mcgs_sb",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","c30","rh","mcgs_db",0,206,148,281,1.899,0.447,0.081,0.012,1,0.1,0.0893124118447304,0.752564549446106,0.0448427721858025,0.379870742559433,12.8881643148961
"173","c30","rh","mcgs_mb",0,1071,739,1389,2.026,0.441,0.07,0.01,2,0.5,0.696948111057281,1.41066443920135,0.349929869174957,0.405117452144623,17.3274975230438
"174","c30","rh","mcgs_sb",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175","nc02","lh","mcgs_db",0,157,116,247,2.25,0.371,0.077,0.009,0,0.1,0.183986589312553,0.735603034496307,0.0962812379002571,0.450067788362503,9.7129533979206
"176","nc02","lh","mcgs_mb",0,860,564,835,1.734,0.582,0.079,0.011,3,0.3,0.630396068096161,1.40087842941284,0.329889923334122,0.34685605764389,15.8098331660227
"177","nc02","lh","mcgs_sb",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","nc02","rh","mcgs_db",0,119,88,104,1.204,0.137,0.052,0.008,0,0,0.0757517516613007,0.643470048904419,0.0388894081115723,0.240792080760002,9.60677044772582
"179","nc02","rh","mcgs_mb",0,969,643,831,1.473,0.499,0.082,0.012,3,0.4,0.735010206699371,1.3833532333374,0.377339273691177,0.294660031795502,15.9203771124022
"180","nc02","rh","mcgs_sb",0,82,52,86,1.865,0.302,0.062,0.014,0,0,0.691933989524841,0.994090735912323,0.355224758386612,0.372911334037781,12.074372065635
"181","nc03","lh","mcgs_db",0,211,159,485,3.805,0.439,0.108,0.027,1,0.1,-0.347906768321991,0.0516768358647823,-0.155697911977768,0.761096179485321,4.5943030925093
"182","nc03","lh","mcgs_mb",0,1063,725,1263,2.034,0.638,0.074,0.012,3,0.4,0.713497459888458,1.56206405162811,0.319309890270233,0.406830370426178,17.7473590783273
"183","nc03","lh","mcgs_sb",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184","nc03","rh","mcgs_db",0,667,436,524,1.324,0.37,0.077,0.008,2,0.3,0.674215018749237,1.37098681926727,0.352956771850586,0.264863878488541,18.1824069806315
"185","nc03","rh","mcgs_mb",0,970,618,866,1.44,0.432,0.056,0.008,2,0.2,0.540525913238525,1.52235245704651,0.282969504594803,0.288038939237595,15.9728380369095
"186","nc03","rh","mcgs_sb",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","nc04","lh","mcgs_db",0,100,74,101,1.428,0.282,0.063,0.007,0,0,0.0544394813477993,0.463589489459991,0.0277246609330177,0.285650432109833,12.5861843605924
"188","nc04","lh","mcgs_mb",0,1039,683,843,1.375,0.412,0.074,0.008,3,0.3,0.766384601593018,1.42848348617554,0.390300452709198,0.275070577859879,16.8400392610046
"189","nc04","lh","mcgs_sb",0,282,202,512,2.737,0.853,0.111,0.018,2,0.2,-0.157790914177895,0.572851359844208,-0.0803589522838593,0.547330141067505,5.2082968229053
"190","nc04","rh","mcgs_db",0,259,184,280,1.499,0.447,0.054,0.005,0,0.1,0.226505100727081,0.88190233707428,0.114008061587811,0.299820810556412,14.6461742007678
"191","nc04","rh","mcgs_mb",0,928,606,725,1.335,0.399,0.074,0.01,3,0.4,0.70963442325592,1.54445815086365,0.357184171676636,0.266934484243393,17.3665505473974
"192","nc04","rh","mcgs_sb",0,233,162,306,1.924,0.583,0.074,0.014,1,0.1,0.520422399044037,1.16352534294128,0.261947065591812,0.384705871343613,12.4986986212201
"193","nc05","lh","mcgs_db",0,580,394,516,1.448,0.461,0.073,0.01,2,0.2,0.429931700229645,1.18787658214569,0.211691468954086,0.289565622806549,17.3762618942885
"194","nc05","lh","mcgs_mb",0,785,531,930,2.048,0.84,0.091,0.011,3,0.4,0.655260920524597,1.40532970428467,0.322639912366867,0.409643471240997,15.9527343212396
"195","nc05","lh","mcgs_sb",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196","nc05","rh","mcgs_db",0,214,141,153,1.168,0.231,0.048,0.003,0,0,-0.124087661504745,0.436896204948425,-0.0621518641710281,0.233635500073433,13.4520507425609
"197","nc05","rh","mcgs_mb",0,877,583,869,1.652,0.56,0.078,0.012,3,0.4,0.621252119541168,1.48412573337555,0.311166971921921,0.330315858125687,15.5954534199383
"198","nc05","rh","mcgs_sb",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","nc06","lh","mcgs_db",0,305,217,588,3.186,0.65,0.088,0.012,1,0.1,-0.00186539941933006,0.680150866508484,-0.000950134766753763,0.637172281742096,11.3889048712977
"200","nc06","lh","mcgs_mb",0,1175,835,1504,2.202,0.703,0.087,0.014,5,0.6,0.635460257530212,1.5711555480957,0.323672711849213,0.440451562404633,15.1020263363604
"201","nc06","lh","mcgs_sb",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","nc06","rh","mcgs_db",0,206,152,337,2.681,0.444,0.09,0.009,1,0.1,0.381160020828247,0.970964789390564,0.199832916259766,0.536287426948547,13.2071771088597
"203","nc06","rh","mcgs_mb",0,908,627,1132,2.056,0.727,0.076,0.011,3,0.4,0.570966482162476,1.31277799606323,0.299343764781952,0.411251902580261,16.3973501069973
"204","nc06","rh","mcgs_sb",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205","nc07","lh","mcgs_db",0,334,229,274,1.22,0.177,0.061,0.006,1,0.1,0.453988313674927,1.28043413162231,0.238845229148865,0.243963599205017,16.003586532084
"206","nc07","lh","mcgs_mb",0,1246,816,933,1.305,0.314,0.071,0.008,4,0.4,0.813342273235321,1.6344575881958,0.427902966737747,0.26101416349411,20.031975077165
"207","nc07","lh","mcgs_sb",0,389,265,506,1.952,0.578,0.082,0.016,1,0.2,0.285055488348007,0.92600405216217,0.149968951940536,0.390418976545334,11.6638121715234
"208","nc07","rh","mcgs_db",0,269,192,236,1.32,0.224,0.067,0.007,1,0.1,0.191448792815208,0.802605807781219,0.0982862263917923,0.26398891210556,14.3936603158897
"209","nc07","rh","mcgs_mb",0,1388,924,1268,1.515,0.389,0.071,0.011,4,0.5,0.751853227615356,1.56454229354858,0.385987371206284,0.302948534488678,18.3651602460892
"210","nc07","rh","mcgs_sb",0,107,80,133,1.545,0.522,0.084,0.016,0,0,0.301994860172272,0.788858354091644,0.155038505792618,0.308917880058289,7.97542049493155
"211","nc08","lh","mcgs_db",0,392,264,400,1.587,0.47,0.064,0.007,1,0.1,0.47618904709816,1.24458229541779,0.243348672986031,0.317334413528442,17.0186889872065
"212","nc08","lh","mcgs_mb",0,758,515,690,1.52,0.375,0.085,0.012,3,0.4,0.711913168430328,1.45032167434692,0.363811641931534,0.303969085216522,17.5442941768034
"213","nc08","lh","mcgs_sb",0,159,117,214,1.84,0.343,0.069,0.01,0,0,0.493085473775864,0.951458334922791,0.251983314752579,0.367958009243011,11.890904788974
"214","nc08","rh","mcgs_db",0,641,449,654,1.608,0.703,0.078,0.011,2,0.2,0.330557852983475,1.2507336139679,0.169261917471886,0.321665704250336,12.580906007449
"215","nc08","rh","mcgs_mb",0,1106,750,990,1.493,0.501,0.079,0.01,4,0.4,0.725661754608154,1.56171476840973,0.371574580669403,0.298592209815979,17.1171501588906
"216","nc08","rh","mcgs_sb",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","nc09","lh","mcgs_db",0,334,236,581,2.614,0.716,0.086,0.01,1,0.1,0.118019685149193,0.899642109870911,0.0604855380952358,0.522839367389679,12.2369202202921
"218","nc09","lh","mcgs_mb",0,777,535,992,2.209,0.891,0.082,0.01,3,0.3,0.6698197722435,1.45436191558838,0.343285202980042,0.441877216100693,17.7764933363913
"219","nc09","lh","mcgs_sb",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","nc09","rh","mcgs_db",0,379,279,485,1.927,0.521,0.088,0.012,1,0.1,0.257353723049164,1.12457633018494,0.124653495848179,0.385312855243683,16.193789886963
"221","nc09","rh","mcgs_mb",0,822,522,753,1.595,0.405,0.063,0.008,2,0.3,0.720441460609436,1.52136027812958,0.348957657814026,0.319023102521896,16.1529057950278
"222","nc09","rh","mcgs_sb",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223","nc10","lh","mcgs_db",0,227,160,294,1.811,0.577,0.051,0.004,0,0,-0.0277424287050962,0.549635410308838,-0.014215343631804,0.362297683954239,10.758379412101
"224","nc10","lh","mcgs_mb",0,574,402,545,1.486,0.366,0.076,0.008,2,0.1,0.608910620212555,1.32864344120026,0.312008619308472,0.297267705202103,15.9544561928712
"225","nc10","lh","mcgs_sb",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226","nc10","rh","mcgs_db",0,500,347,459,1.368,0.376,0.07,0.01,1,0.1,0.217773050069809,1.17653894424438,0.106765747070312,0.27363121509552,16.8874613429131
"227","nc10","rh","mcgs_mb",0,726,470,626,1.444,0.384,0.07,0.008,2,0.3,0.782242476940155,1.39276146888733,0.383503437042236,0.288875907659531,13.0376792329287
"228","nc10","rh","mcgs_sb",0,63,43,112,2.43,0.548,0.043,0.011,0,0,0.121782995760441,0.429937690496445,0.059705525636673,0.486027985811234,9.56665371713123
"229","nc11","lh","mcgs_db",0,393,266,533,2.019,0.571,0.045,0.005,0,0.1,0.42647722363472,1.14638924598694,0.221037939190865,0.403713315725327,14.4964063830342
"230","nc11","lh","mcgs_mb",0,1058,701,1266,2.075,0.518,0.069,0.008,3,0.3,0.673091113567352,1.45701515674591,0.348854869604111,0.415073454380035,15.3788387256562
"231","nc11","lh","mcgs_sb",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","nc11","rh","mcgs_db",0,149,105,172,1.658,0.296,0.062,0.009,0,0,-0.0302591826766729,0.369600921869278,-0.0147761851549149,0.331666231155396,8.63277155613923
"233","nc11","rh","mcgs_mb",0,590,389,590,1.726,0.373,0.084,0.01,2,0.2,0.773598670959473,1.39857280254364,0.377764225006104,0.345126122236252,13.6257473344855
"234","nc11","rh","mcgs_sb",0,76,58,108,1.8,0.694,0.038,0.011,0,0,0.467484772205353,0.754403293132782,0.228282451629639,0.359977245330811,10.9443600442832
"235","nc12","lh","mcgs_db",0,360,268,414,1.538,0.336,0.086,0.013,1,0.1,-0.0961089432239532,0.687474370002747,-0.0509666427969933,0.307605683803558,11.0126364866849
"236","nc12","lh","mcgs_mb",0,824,566,755,1.516,0.508,0.076,0.007,3,0.2,0.65622216463089,1.4066321849823,0.34799513220787,0.303136736154556,15.4443376466621
"237","nc12","lh","mcgs_sb",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238","nc12","rh","mcgs_db",0,194,134,246,1.812,0.437,0.076,0.017,1,0,0.0341006256639957,0.582982838153839,0.0182319022715092,0.362463891506195,9.82954781186351
"239","nc12","rh","mcgs_mb",0,1133,758,1027,1.528,0.472,0.074,0.008,3,0.4,0.792803883552551,1.44370710849762,0.42387256026268,0.305568754673004,13.7348965771297
"240","nc12","rh","mcgs_sb",0,103,76,155,1.903,0.516,0.082,0.014,0,0.1,0.586888253688812,0.953168272972107,0.313779711723328,0.380678206682205,8.6559967260521
"241","nc13","lh","mcgs_db",0,648,427,643,1.609,0.464,0.073,0.009,2,0.2,0.603954255580902,1.41991746425629,0.297725737094879,0.321894556283951,18.722621495439
"242","nc13","lh","mcgs_mb",0,579,395,624,1.832,0.598,0.083,0.013,2,0.2,0.496012687683105,1.49069428443909,0.244514793157578,0.366350144147873,19.3156818987984
"243","nc13","lh","mcgs_sb",0,57,38,40,1.04,0.134,0.035,0.005,0,0,0.292719632387161,0.58592015504837,0.144299283623695,0.207930669188499,12.6348386024135
"244","nc13","rh","mcgs_db",0,126,91,131,1.502,0.453,0.064,0.009,0,0,0.341597050428391,0.861425817012787,0.16888839006424,0.30040842294693,11.9111248756131
"245","nc13","rh","mcgs_mb",0,860,578,811,1.561,0.522,0.099,0.018,7,0.8,0.733019351959229,1.56652677059174,0.3624107837677,0.312128096818924,17.5964280447843
"246","nc13","rh","mcgs_sb",0,232,159,265,1.714,0.488,0.084,0.011,1,0.1,0.127164542675018,0.893944025039673,0.0628712028264999,0.342802733182907,9.85851759678462
"247","nc14","lh","mcgs_db",0,540,379,777,2.165,0.582,0.087,0.01,2,0.2,0.348382979631424,1.14213180541992,0.179619044065475,0.433085739612579,11.5504867262449
"248","nc14","lh","mcgs_mb",0,926,646,973,1.76,0.575,0.087,0.011,4,0.4,0.736844480037689,1.5705680847168,0.379901766777039,0.351947486400604,16.7904015424228
"249","nc14","lh","mcgs_sb",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"250","nc14","rh","mcgs_db",0,1267,862,1265,1.789,0.659,0.073,0.008,4,0.4,0.589794814586639,1.41419184207916,0.304181605577469,0.357768714427948,14.0891624508602
"251","nc14","rh","mcgs_mb",0,1014,711,1177,1.896,0.722,0.087,0.016,4,0.5,0.500794887542725,1.39318227767944,0.258280664682388,0.379156023263931,13.9473624679799
"252","nc14","rh","mcgs_sb",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253","nc15","lh","mcgs_db",0,325,226,340,1.486,0.453,0.063,0.008,1,0.1,0.472246050834656,1.16206252574921,0.235777348279953,0.297176092863083,13.8883658561743
"254","nc15","lh","mcgs_mb",0,916,611,800,1.443,0.435,0.077,0.011,3,0.4,0.599443852901459,1.39525413513184,0.299283087253571,0.288524031639099,16.0485697820542
"255","nc15","lh","mcgs_sb",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256","nc15","rh","mcgs_db",0,382,268,441,1.765,0.709,0.086,0.007,1,0.1,0.39368811249733,1.28063523769379,0.177602484822273,0.3530433177948,14.4887003227505
"257","nc15","rh","mcgs_mb",0,989,657,994,1.702,0.686,0.074,0.009,3,0.3,0.592420816421509,1.45350670814514,0.267255812883377,0.34030944108963,15.3767617247616
"258","nc15","rh","mcgs_sb",0,44,29,52,1.784,0.263,0.04,0.009,0,0,0.502615392208099,0.74587869644165,0.226742371916771,0.356803059577942,10.5027935912336
"259","nc16","lh","mcgs_db",0,302,206,262,1.309,0.631,0.061,0.006,1,0.1,0.0142088886350393,0.675842046737671,0.00691319769248366,0.261864721775055,12.0838482982547
"260","nc16","lh","mcgs_mb",0,651,424,482,1.269,0.372,0.089,0.016,3,0.4,0.47550567984581,1.24950909614563,0.231353297829628,0.253771245479584,14.135242818283
"261","nc16","lh","mcgs_sb",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262","nc16","rh","mcgs_db",0,330,229,319,1.476,0.382,0.063,0.009,1,0.1,0.0513999350368977,0.739160537719727,0.0272524636238813,0.295160979032516,12.0491126122683
"263","nc16","rh","mcgs_mb",0,690,456,550,1.341,0.377,0.074,0.01,2,0.3,0.574097990989685,1.37869596481323,0.304389268159866,0.26826012134552,14.4810044315124
"264","nc16","rh","mcgs_sb",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"265","nc17","lh","mcgs_db",0,239,163,363,2.444,0.673,0.087,0.008,1,0.1,0.278250098228455,0.897573947906494,0.137857705354691,0.488813400268555,13.2138028207022
"266","nc17","lh","mcgs_mb",0,1222,858,1456,1.98,0.645,0.084,0.012,4,0.5,0.654053568840027,1.49984216690063,0.324047833681107,0.395980000495911,16.6673413779578
"267","nc17","lh","mcgs_sb",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268","nc17","rh","mcgs_db",0,332,236,430,2.208,0.691,0.081,0.01,1,0.1,0.179326176643372,0.942042469978333,0.0843700468540192,0.44159322977066,11.810625171142
"269","nc17","rh","mcgs_mb",0,835,605,917,1.904,0.738,0.096,0.014,4,0.4,0.662490248680115,1.40105664730072,0.311690866947174,0.380829185247421,14.6197888965024
"270","nc17","rh","mcgs_sb",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271","nc18","lh","mcgs_db",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272","nc18","lh","mcgs_mb",0,1109,767,963,1.348,0.483,0.079,0.009,3,0.4,0.641613960266113,1.45269978046417,0.348079979419708,0.269567459821701,17.9310274053327
"273","nc18","lh","mcgs_sb",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274","nc18","rh","mcgs_db",0,1016,667,1037,1.674,0.689,0.075,0.009,3,0.4,0.641348421573639,1.3872195482254,0.340371161699295,0.334797620773315,15.1915673070325
"275","nc18","rh","mcgs_mb",0,1061,728,1273,2.076,0.915,0.082,0.013,3,0.5,0.467215031385422,1.38446092605591,0.247956529259682,0.415209829807281,13.4181590734402
"276","nc18","rh","mcgs_sb",0,69,44,86,2.023,0.367,0.053,0.015,0,0,0.419590264558792,0.719302415847778,0.222681522369385,0.404673725366592,10.4879858272994
"277","nc19","lh","mcgs_db",0,384,262,459,1.709,0.652,0.074,0.011,1,0.2,0.185204043984413,0.824923396110535,0.0944441556930542,0.341728419065475,16.7642036941988
"278","nc19","lh","mcgs_mb",0,1184,775,1121,1.676,0.564,0.084,0.019,5,0.9,0.714936673641205,1.55389308929443,0.364579439163208,0.335246831178665,21.8455176409332
"279","nc19","lh","mcgs_sb",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280","nc19","rh","mcgs_db",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"281","nc19","rh","mcgs_mb",0,1188,780,1228,1.714,0.709,0.073,0.012,3,0.5,0.558000385761261,1.42320346832275,0.268926382064819,0.342894613742828,19.5461527564034
"282","nc19","rh","mcgs_sb",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"283","nc20","lh","mcgs_db",0,233,155,334,2.278,0.568,0.076,0.01,1,0.1,0.286711245775223,1.04942858219147,0.149382844567299,0.455632209777832,15.8587302922731
"284","nc20","lh","mcgs_mb",0,910,631,1034,1.992,0.558,0.085,0.013,4,0.4,0.723241209983826,1.57640850543976,0.376824408769608,0.398438364267349,17.0135772208209
"285","nc20","lh","mcgs_sb",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"286","nc20","rh","mcgs_db",0,192,138,251,1.805,0.49,0.083,0.011,1,0,-0.0145631833001971,0.536028563976288,-0.00741391396149993,0.361040025949478,11.3338712421375
"287","nc20","rh","mcgs_mb",0,850,591,885,1.794,0.515,0.093,0.015,5,0.5,0.735420107841492,1.60568022727966,0.374392151832581,0.358750253915787,13.5459484652088
"288","nc20","rh","mcgs_sb",0,50,34,67,1.917,0.355,0.038,0.003,0,0,0.340685933828354,0.592995941638947,0.173438489437103,0.383353650569916,11.4574614225173
"289","nc21","lh","mcgs_db",0,355,249,437,1.72,0.686,0.084,0.013,1,0.1,0.0979903638362885,0.93522310256958,0.0518340356647968,0.344070434570312,11.7152958800227
"290","nc21","lh","mcgs_mb",0,962,645,953,1.704,0.601,0.078,0.008,3,0.3,0.706388115882874,1.42901718616486,0.373658686876297,0.34074929356575,16.1277679524578
"291","nc21","lh","mcgs_sb",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"292","nc21","rh","mcgs_db",0,200,142,265,2,0.486,0.087,0.01,1,0.1,0.320923238992691,0.957609832286835,0.170334756374359,0.400072455406189,10.76111841717
"293","nc21","rh","mcgs_mb",0,662,440,538,1.401,0.449,0.074,0.01,2,0.2,0.574929177761078,1.34940385818481,0.305152177810669,0.280176788568497,14.1981687975854
"294","nc21","rh","mcgs_sb",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"295","nc22","lh","mcgs_db",0,543,395,674,1.791,0.75,0.095,0.015,2,0.2,0.365176439285278,1.19445490837097,0.187658384442329,0.358130425214767,15.7760364462482
"296","nc22","lh","mcgs_mb",0,885,608,943,1.905,0.705,0.081,0.012,3,0.4,0.613696455955505,1.64085745811462,0.315368890762329,0.381049364805222,20.1892013684018
"297","nc22","lh","mcgs_sb",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"298","nc22","rh","mcgs_db",0,534,361,604,1.923,0.789,0.08,0.009,2,0.2,0.3802749812603,1.06835567951202,0.194645434617996,0.384606242179871,11.3008870242956
"299","nc22","rh","mcgs_mb",0,954,677,1013,1.639,0.458,0.079,0.01,3,0.3,0.750626802444458,1.72250401973724,0.384211659431458,0.327879548072815,20.253086053911
"300","nc22","rh","mcgs_sb",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"301","nc23","lh","mcgs_db",0,479,323,584,1.878,0.495,0.077,0.009,2,0.2,0.222695469856262,1.14640867710114,0.120183765888214,0.375653177499771,14.5992898656011
"302","nc23","lh","mcgs_mb",0,992,651,916,1.53,0.58,0.077,0.012,4,0.4,0.698746085166931,1.54078125953674,0.377097725868225,0.30603489279747,18.9856087004348
"303","nc23","lh","mcgs_sb",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"304","nc23","rh","mcgs_db",0,180,129,281,2.471,0.83,0.083,0.01,1,0.1,-0.0228967033326626,0.587268590927124,-0.011714824475348,0.494267791509628,11.2192485464901
"305","nc23","rh","mcgs_mb",0,1029,705,1003,1.578,0.566,0.077,0.01,3,0.4,0.696114182472229,1.61209690570831,0.356158405542374,0.315553486347198,18.1732021423822
"306","nc23","rh","mcgs_sb",0,160,114,301,3.108,0.848,0.093,0.013,1,0.1,0.0102347489446402,0.578820705413818,0.00523648876696825,0.621594905853271,6.43742025282176
"307","nc24","lh","mcgs_db",0,792,532,778,1.636,0.489,0.07,0.008,2,0.3,0.707866370677948,1.47119915485382,0.359406620264053,0.327238500118256,16.9960767879198
"308","nc24","lh","mcgs_mb",0,743,515,836,1.893,0.551,0.085,0.012,3,0.3,0.583431482315063,1.53634464740753,0.296226978302002,0.378619760274887,15.6483251116308
"309","nc24","lh","mcgs_sb",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"310","nc24","rh","mcgs_db",0,982,665,863,1.396,0.506,0.073,0.009,3,0.3,0.592412710189819,1.48736953735352,0.29217529296875,0.279182463884354,16.1131202870166
"311","nc24","rh","mcgs_mb",0,702,491,703,1.651,0.512,0.085,0.014,3,0.3,0.415083825588226,1.48336660861969,0.204717457294464,0.330166429281235,16.5266832081178
"312","nc24","rh","mcgs_sb",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"313","nc25","lh","mcgs_db",0,306,208,358,1.919,0.593,0.081,0.012,1,0.2,0.582608819007874,1.16738569736481,0.302826672792435,0.383741617202759,16.9215083984607
"314","nc25","lh","mcgs_mb",0,933,638,968,1.771,0.661,0.082,0.012,3,0.4,0.772408723831177,1.49447417259216,0.401480287313461,0.354164838790894,17.1792463753096
"315","nc25","lh","mcgs_sb",0,74,56,116,1.845,0.458,0.088,0.01,0,0,0.498352259397507,0.872036099433899,0.259032070636749,0.369078725576401,10.9073465030845
"316","nc25","rh","mcgs_db",0,252,174,310,2.031,0.573,0.08,0.008,1,0.1,0.287943780422211,1.02634429931641,0.140435039997101,0.406169414520264,14.0218478971472
"317","nc25","rh","mcgs_mb",0,980,634,885,1.537,0.574,0.074,0.012,3,0.4,0.683799505233765,1.62660813331604,0.333500564098358,0.307372868061066,18.7975757345644
"318","nc25","rh","mcgs_sb",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"319","nc26","lh","mcgs_db",0,276,188,311,1.77,0.676,0.077,0.013,1,0.1,0.300109893083572,0.951025724411011,0.158812835812569,0.354027926921844,13.9446651641633
"320","nc26","lh","mcgs_mb",0,762,524,860,1.84,0.721,0.081,0.01,2,0.3,0.639684021472931,1.39345240592957,0.33850947022438,0.368022978305817,14.1091259268368
